zip_code,watch,ucr_offense_description,c3
75287,U,FOUND PROPERTY,20
75287,U,FRAUD,10
75287,U,HOME ACCIDENT,2
75287,U,LOST PROPERTY,7
75287,U,MOTOR VEHICLE ACCIDENT,9
75287,U,ROBBERY,1
75287,U,SUDDEN DEATH,16
75287,U,THEFT,189
75287,U,TRAFFIC FATALITY,1
76018,3,FOUND PROPERTY,1
